review,sentiment
"Baru selesai menonton 2FTM. Trailer sangat menggelitik saya sehingga saya benar-benar melihatnya pada akhir pekan pembukaan, sesuatu yang tidak pernah saya lakukan. Tak perlu dikatakan saya sangat kecewa. Cerita ini memiliki begitu banyak potensi dan membuat frustrasi melihatnya bisa kacau. Saya benar-benar merasa masalah dengan film tersebut adalah pengarahan dan Matthew McConaughey. Pertama, saya bukan pembenci MM, saya pikir dia hebat di Reign of Fire dan Lone Star. Saya menikmati penampilannya di film-film tersebut tanpa harus melihatnya dengan bajunya tiga kali. Ya, kita semua mengerti bahwa dia pria tampan dengan tubuh yang bagus, tapi saya pikir kebanyakan orang tahu ini 10 tahun yang lalu ketika dia datang di lokasi kejadian di A Time to Kill. Menunjukkan kepadanya dengan kemejanya memompa besi seperti orang gila berkeringat 3-4 kali di film sama sekali tidak perlu. Saya pikir suatu saat pasti sudah cukup. Tidak akan mengejutkan saya jika mereka melemparkan adegan-adegan yang tidak perlu itu agar pacar dan istri bersedia memberi tag bersama dengan orang penting lainnya, tidak ada wanita yang ingin menonton film tentang perjudian olahraga, kecuali ...... Cukup tentang itu, mari masuk ke perannya. Saya merasa aktingnya sangat dipaksakan dan sepertinya dia tidak merasa nyaman. Aku tahu karakternya seharusnya orang selatan yang menawan ini, tapi garisnya norak dan murahan. Itu hampir seperti dia referensi Hari dan Bingung baris beberapa kali! Singkatnya, saya tidak menyukai karakternya meski seharusnya. Aksennya, kemejanya, garis pick up, penjualan yang lemah. Karakternya terlalu banyak alat, seperti Brandon atau Jonathan. Pacino dan Assante hebat, tapi 'tidak mengherankan. Piven itu asyik nonton Arie .... oooops maksudku Jerry. Saya hanya merasa film ini sangat komersial dan disatukan dengan buruk. Ini menyebalkan bahwa mereka bisa mengambil cerita yang bagus, dan melemparkan bahan-bahan omong kosong untuk mencoba dan menjadikannya sukses dalam box office. 1. Cerita keren yang mengasyikkan bagi pria pria 2. Aktor Hunky Hollywood untuk wanita wanita (pastikan dia memiliki banyak adegan dengan baju dari angkat beban) 3. Al Pacino dengan 4 adegan pidato yang hebat, dan 25 hebat satu liners 3. Setiap karakter harus berpakaian seribu dolar suite dan memiliki kulit yang sangat gelap 4. Jeremy Piven untuk memainkan karakter yang sama dengan yang dia lakukan di Entourage dan Old School 4. Lemparkan Armand Assante untuk menutup kesepakatan 5. Plot, tulisan bagus, pengembangan karakter, dan casting cerdas tidak diperlukan <br /> <br /> Ini akan cukup baik bagi kebanyakan orang, tapi bukan saya! Siapa saja yang tidak setuju dengan saya, tanyakan pada diri anda ini. Apakah film ini akan jauh lebih baik jika: A. Disutradarai oleh Sodeberg B. DeCaprio atau Ed Norton sebagai Brandon bukan MM <br /> <br /> Saya mungkin akan menjadi bagian dari minoritas dalam pemikiran film ini. Saya menyadari hal ini ketika wanita di sebelah saya mulai menangis selama adegan akhir yang konyol dari Pacino yang menumpahkan air mata palsu saat merangkul Russo. Kesuksesan finansial film ini akan memastikan satu hal. Film yang akan dipublikasikan mendapat apa yang diinginkan publik, omong kosong anggaran besar.",negative
"Aku sedang menonton saluran sci-fi saat tumpukan omong kosong mengepul ini terjadi. Meski tidak seburuk Wynorski's ""Curse of the Komodo"", ini masih menyebalkan ... BURUK. Wynorski menggunakan pulau yang sama dengan ""Curse of the Komodo"", juga aktor dan rumah yang sama. Efeknya adalah kedudukan tertinggi (mengejutkan) tapi thats about it ........ Aku tidak tahu apa lagi yang harus kukatakan tentang film ini ....... oh yeah! Seperti dalam ""Curse of the Komodo"", pemerintah terlibat dan memutuskan untuk mengebom pulau tersebut! Juga .... ketika saya melihat bagian ini saya tertawa histeris ... KOMANBRA !!! (bagian manusia, komodo dan kobra!). Secara keseluruhan film ini sama sekali omong kosong bahkan dengan standar film yang buruk. Ingat saja apakah Jim Wynorski ada hubungannya dengan film .... lebih jelas .... untuk menghindari tertidur terus mengulanginya ""Sudah hampir selesai. Sudah hampir berakhir ..."". 0 dari 5",negative
"Saya hanya mendengar tentang Driving Lessons melalui iklan ITV, dan sejujurnya, saya tidak tahu berapa banyak yang saya inginkan. Saya menyalakan TV tadi malam dan benar-benar terkejut. Mengemudi pelajaran adalah sederhana, film sederhana yang menarik Anda di kanan dari awal. Rupert Grint memainkan peran remaja kikuk mental Ben dengan cemerlang. Dia pasti salah satu untuk melihat keluar di masa depan. Dame Eve Walton dimainkan oleh Julie Walters yang luar biasa. Saya menyukai plot sederhana dan cara para aktor menggambarkan karakter mereka dengan sangat sensitif. Puncak film ini, bagiku puisi Evie yang agak berwarna. Ini menunjukkan bagaimana persahabatan bisa terbentuk antara pasangan yang paling tidak mungkin. Menurut pendapat saya, menonton Mengemudi Lessons adalah cara yang hebat untuk menghabiskan 2 jam. Pemandangannya juga mencolok, terutama pedesaan. Siapa pun yang bisa menyebut komedi berkilau ini dilupakan, saya sangat tidak setuju dengan itu",positive
"Untuk foto pertama Greta Garbo, MGM dengan bijak memilih Hadiah Pultizer Eugene O'Neill yang memenangkan 1921 bermain ANNA Christie. <br /> <br /> Juga dengan bijak, para produser mendukung Garbo dengan bukan satu tapi dua anggota Pemain Asli Broadway (George Marion sebagai ayah Anna, Chris, dan James T. Mack sebagai Johnny the Priest - beralih menjadi ""Johnny Harp ""untuk film agar tidak menyinggung perasaan). <br /> <br /> Perubahan kecil ini menarik. Seperti terlalu banyak film yang dituduh (oleh mereka yang ingin Bioskop menjadi Bioskop dan mengabaikan asal-usul mereka) karena ""tidak lebih dari sekedar drama panggung,"" masalahnya bukan permainannya tapi pembuat film yang tidak akan lebih setia pada properti itu. . Dengan menipiskan pekerjaan panggung sinematik yang hebat sehingga tidak akan menyinggung siapapun, atau membukanya karena mereka BISA, terlalu banyak kehilangan kualitas yang membuat potongan itu layak untuk dibuat syuting. <br /> <br /> Untungnya, rasa hormat yang diberikan studio untuk O'Neill dan Garbo memungkinkan ANNA Christie untuk bertahan dalam proses yang biasanya merusak secara mengagumkan dalam adaptasi layar Frances Marion yang umumnya sensitif. Keajaiban keajaiban, Marion bahkan membiarkan TITIK dari adegan di mana Anna Garbo mengungkapkan masa lalunya di ""peternakan"" kepada pria yang sangat ingin dia nikahi dan ayah yang mengirimnya ke sana dengan bijaksana! Apa yang diputuskan oleh League of Decency tentang itu! <br /> <br /> Masalah terbesar sumber bermain selalu bahwa teman Chris Marthy cenderung untuk pergi dengan tindakan pertama dan kemudian menghilang dari dua yang terakhir sehingga Anna dapat tampil di panggung - kedua sisi wanita yang benar-benar baik Pria tidak selalu mengenali. Pemetik sempurna Marie Dressler (yang telah memotong giginya di panggung Broadway juga sebelum pergi ke Hollywood) adalah keseimbangan sempurna untuk Anna Garbo di daerah ini juga dan film yang bergerak cepat hanya di 90 menit, tidak memungkinkan kita terlalu banyak waktu untuk merindukannya - salah satu dari sedikit manfaat dari atmosfir yang ditunjukkan daripada dengan fasih dijelaskan dalam naskah asli - DAN skenario Marion cukup bijak untuk menyimpang dari O'Neill untuk membawa Dressler kembali untuk menyentuh adegan dua pertiga jalan melalui film yang akan mengingatkan banyak penampilan kedua Julie Laverne di SHOW BOAT. <br /> <br /> adegan awal Anna dan Marthy bersama di layar (16 menit memasuki film) mengambil ukuran masing-masing dan menyiapkan semua ketegangan dari sisa cerita ini adalah salah satu adegan yang paling mempengaruhi di keseluruhan keseluruhan. Tidak untuk dilewatkan. ANNA Christie adalah drama tragis yang hebat dan sebuah drama film yang bagus. Sulit membayangkan bahwa remake hari terakhir, yang hampir pasti akan kehilangan grit dan suasana remake tahun 1930 ini (ini pertama kali difilmkan tanpa suara pada tahun 1923 - juga dengan Broadway Chris asli dari Marion Marion) dapat memperbaiki pembuatan film yang sangat bagus ini. <br /> <br /> adegan internal yang paling dekat dengan permainan, tapi eksterior tidak boleh dilewatkan oleh siapapun yang memiliki mata ke atmosfer. Sementara layar latar belakang tidak sesuai dengan standar teknis modern, latar belakang memberikan gambaran yang lebih baik daripada kebanyakan film era dunia nyata dimana layar diputar (terutama di pelabuhan New York). <br /> <br Hampir semua pertunjukan naturalistik Garbo di era suara telah bertahan dengan luar biasa (hanya adegan kematian yang sering diparodikan dari CAMILLE, 7 tahun kemudian, kadang-kadang akan menarik bekal karena arahan dan parodi yang berat), namun ANNA Christie ini, bersama dengan beragam filmnya tahun 1932, MATA HARI dan GRAND HOTEL, dan sentuhan Lubitsch yang agung pada komedi 1939-nya, NINOTCHKA (""Garbo laughs!""), pasti berdiri sebagai yang terbaik. <br /> <br /> O ' Penggemar Neill yang dibawa dengan permainan ini di tepi permainan lautnya yang dipuji, harus melacak film berbentuk Perang Dunia II yang dilepaskan pada tahun sebelum AS memasuki konflik, THE LONG VOYAGE HOME (1940). Hal ini hampir seperti yang diambil dengan terampil dari permainan laut seperti yang satu ini dari ANNA Christie, dan menampilkan John Wayne yang masih muda di salah satu non-Barat yang langka yang mendukung aktor aktor veteran yang menunjukkan kepadanya jalannya.",positive
"Biarkan aku mengatur adegan Ini adalah liburan sekolah dan sama sekali tidak ada di bioskop. Saya bersama teman saya yang memutuskan apa yang harus dilihat. Kami mencari film yang akan segera dimulai dan ""The Grinch"" muncul. Kami membeli tiket tanpa mengetahui apa yang diharapkan. Apa yang kita dapatkan adalah roller coaster yang menyenangkan. Jim Carrey (yang mungkin saya tambahkan adalah aktor No.1 saya di seluruh dunia) sungguh luar biasa seperti Grinch dalam film terbaik Ron Howard ini. ke Apollo 13). Cara pembuatan film ini, pemandangan, para aktor, alat peraga dan musiknya sungguh menakjubkan. Ini benar-benar membawa film masa kecil ini ke kehidupan. Cerita ini didasarkan pada cerita tentang grinch. Seperti yang kita semua tahu Grinch adalah orang mengerikan yang tidak tahan lama natal. Dia tinggal jauh di atas whoville dan tidak pernah berbaur dengan baik dengan penduduk kota. Tapi satu gadis kecil akan mengubah tampilan Grinch pada kehidupan dan orang lain dengan cara yang drastis. Cindy Lou Who (diperankan oleh aktris baru yang manis Taylor Momsem) bertemu dengan Grinch karena menemukan bagian yang baik dari dia langsung pergi Dia mencoba untuk memecahkan hambatan dan untuk membantu gerakan Grinch masuk dan berbaur dengan orang-orang kota. Semua film ini merupakan tonggak tertawa bagi seluruh keluarga baik anak-anak maupun orang tua. SOLID 10/10. Dilakukan dengan baik Jim. <br /> <br />",positive
"Sebagai penggemar lama dari semua seri Star Trek, saya menemukan ini sebuah episode yang mengecewakan, dan saya bertanya-tanya apakah penggunaan ""kilas balik"" liberal yang menampilkan eksploitasi Will Riker, positif (dan sebagian besar romantis) dan negatif (banyak rasa sakit, dan kematian crewmate) adalah perangkat hemat uang, seperti juga banyak ""acara botol"" mereka (episode di mana semua adegan terjadi di Enterprise). Diana Muldaur (yang juga tampil setidaknya dua kali di serial aslinya) pantas mendapat penampilan akhir yang lebih baik dari karakternya, Dr. Kate Pulaski. Pemirsa yang loyal (di dunia Star Trek, adakah jenis lain?) Juga mengalami perubahan. Ini adalah episode terakhir musim kedua; Dengan demikian, musim berakhir ""tidak dengan keras"" tapi dengan ""rengekan.""",negative
"Serial TV ini adalah salah satu yang saya cintai saat masih kecil. Meskipun saya melihatnya sekarang melalui kacamata bernuansa pink bernuansa nostalgia, saya masih bisa mengatakan bahwa itu adalah pertunjukan yang berkualitas, sangat mendidik tapi tetap lucu. Saya belum melihat versi Prancis asli, hanya orang Swedia. Saya tidak tahu seberapa bagus dubbing itu, terlalu lama yang lalu untuk diingat. Premis pertunjukan adalah untuk menunjukkan kepada Anda bagaimana tubuh bekerja. Saya bersumpah, sekolah masih belum mengajari saya setengah dari apa yang saya ketahui dari pertunjukan ini. Ini juga terkait dengan hal lain, seperti apa yang terjadi jika Anda makan makanan tidak sehat dan tidak berolahraga, dengan contoh bagus di dalam tubuh. Siapa yang ingin memiliki sebatang coklat lagi saat Anda tahu bahwa tangki virus mini dapat menyerang Anda? : D Kartun itu terlihat bagus, sangat ramah anak tentunya, tapi dilakukan dengan hati-hati. Sel, virus, sinyal listrik di otak, antibodi dan segala hal lainnya diwakili oleh gambar kartun yang tersenyum, terlihat cukup banyak bagaimana Anda harapkan seperti apa yang seharusnya terlihat di tubuh animasi. <br /> <br /> Ini, dan seri tentang sejarah (terutama akhir yang menakutkan bagi lingkungan) adalah bagian penting dari masa kecil saya. Saya sangat senang bisa menemukannya di sini.",positive
"Penggemar serial HBO ""Tales From the Crypt"" akan menyukai episode Depkes ini. Mereka yang mengetahui cerita dasar dasar bahwa sebagian besar komik klasik EC didasarkan pada, akan mengenali yang satu ini langsung dari kelelawar. <br /> <br /> Underrated indie favorite Martin Donovan (juga penulis hebat - co-author dari skenario untuk APARTMENT ZERO and DEATH MENJADI DIA) adalah tipe pria yang penampilan baik setiap orang bisa berjalan dengan baik. Dia bisa memainkan pria yang benar-benar baik hati jika disalahpahami-di sebelahnya, atau dia bisa memainkan peran yang sama dengan nada kejam yang korosif. Dalam kasus RIGHT To DIE, dia mengambil pendekatan yang terakhir, dan ini pasti berhasil. Donovan adalah seorang dokter yang baru saja berselingkuh dengan resepsionis kantornya yang licik (Robin Sydney), yang banyak ketidaksenangan dari pasangannya yang tak kenal ampun dan tak kenal ampun, Abbey (Julia Anderson). Ketika mereka berdua terlibat dalam sebuah kecelakaan mobil yang mengerikan saat kembali dari akhir pekan yang tidak berhasil ""make up"", dan dia terbakar mengerikan dalam api, dia enggan menarik stekernya, bukan tanpa sedikit pun antusias melepaskan pelukunya. pengacara dan sahabat terbaik (Corbin Bernsen, yang terlihat lebih buruk untuk dipakainya akhir-akhir ini.) <br /> <br /> Tapi Abbey tidak pernah menyerah tanpa perlawanan, dan disitulah tema-tema EC muncul. Suami yang terbelenggu - dan istri - selalu menjadi topik favorit favorit genre untuk beberapa jenis shutanigans supernatural yang menyeramkan (dan bodoh), dan kasus ini pasti tidak terkecuali. Jika ada, hasil seks dan gore yang rontok pasti ada Bill Gaines yang terkekeh dengan kegembiraan di mausoleumnya di suatu tempat. <br /> <br /> Dan bukan itu yang menyebutkan bahwa naskah asli John Esposito memang memberikan sudut perzinahan sedikit pun. memutar. Anda tidak sadar saat Anda melihat bahwa Anda hanya tahu setengah cerita, sampai mendekati akhir ... (pikirkan APA YANG BENAR dengan lebih banyak nyali dan gazebo, dan Anda ada di sana. <br /> <br Bukan usaha yang buruk, tapi bukan yang terbaik dari semuanya. Setidaknya Rob Schmidt memang menampilkan sentuhan bakat di sana-sini dengan arahan, terutama dalam adegan yang membuat pesan gambar ponsel menjadi pengalaman yang benar-benar mengerikan memang! Seperti kebanyakan episode Depkes, yang satu ini mengikuti tema umum musim ini untuk menguliti dan memotong, jadi kebutuhan yang sangat mual ini tidak berlaku.",positive
"Perang Kotor adalah benar-benar salah satu drama Drama terbaik politik, pemerintah, dan televisi yang ditulis dengan baik dalam 25 tahun. Aktingnya hebat, penulisannya spektakuler. <br /> <br /> Diry War mengungkapkan sisi sebenarnya mengapa kita tidak siap untuk menanggapi Serangan Teroris Nuklir, Biologis, dan Radiologis di tanah Amerika. <br /> <br /> Perang Kotor harus dijadikan film besar - sangat bagus! Saya sangat merekomendasikan drama hebat ini kepada semua orang yang ingin mengetahui kebenarannya. Drama TV ini mengungkapkan bagaimana Intelijen Inggris (MI5 & MI6) mencoba untuk mengekspos plot teroris dan persekongkolan untuk menghancurkan korban yang tidak bersalah - karena Keterlibatan Inggris dalam Perang Irak. Adegan dari berbagai bagian di London, Inggris juga spektakuler. Perang Kotor adalah harus dilihat !!!",positive
"Beberapa mungkin pergi untuk film seperti ini tapi saya pasti tidak. Seorang profesor perguruan tinggi, David Norwell, tiba-tiba mendapat yen untuk diadopsi. Dia cukup banyak mengambil anak pertama yang ditawarkan, pilihan buruk bernama Adam. Ternyata Adam tidak memiliki kedua dayung di air yang, hampir seketika, menyebabkan stres dan kekacauan yang tak terkatakan untuk Dr. Norwell. Cerita sedih ini dimainkan dengan satu masalah demi masalah, semuanya berpusat pada ketidakmampuan dan kejang Adam. Mengapa Norwell ingin memperumit hidupnya dengan faktor yang tidak diketahui seperti anak angkat tidak pernah dijelaskan. Sepanjang jalan, dokter yang baik berhasil menarik istri untuk berbagi dengan semua yang disisihkan si kecil. Secara pribadi, menurut saya keduanya hanya satu bir pendek dari sixpack. Bypass yawner ini.",negative
"Inilah orang yang paling berkuasa. Meski sebelum kerja sama Who's Next, yang akan memberikan lagu kebangsaan seperti Baba O'reily dan Wont Get Fooled Again. Film ini menunjukkan grup dalam transisi dari rocker mod ke salah satu band live terbesar tahun 70an. <br /> <br /> Daltrey menunjukkan apa yang menjadi front-man adalah semua tentang, Entwistle stabil seperti biasa. Moon hebat, periksa percakapan yang sedang berlangsung dengan teknisi drum, dan lihat dia bermain ""sisi pelana"" sementara memiliki kepala bass drum diganti! Townsend bahkan terlihat seperti dia menikmatinya sesekali! <br /> <br /> Menimbang mereka naik ke atas panggung jam 2 siang tidak ada orang di tengah keramaian sedang tidur! <br /> <br /> Tidak banyak band akhir-akhir ini yang bisa menghasilkan satu set setipis ini dan sulit membayangkan ada band hari ini yang memproduksi sebuah konser yang dalam waktu 36 tahun akan bisa dinikmati sebanyak yang ini.",positive
"Pembuat film ini ingin membuat film tanpa ada cerita yang harus diceritakan - dan melakukannya. Kecerobohan kebetulan yang tidak mungkin / tidak dapat dijelaskan dan alur cerita yang tidak dapat dikenali, semua tanpa karakter atau motivasi yang jelas. Kami mendapatkan klise dari karakter dan bukan karakter. Yang satu khususnya adalah bos kejahatan kecil dan cantik, yang memproyeksikan persona ""orang sulit"" yang berlebihan dan melemparkan bayangan intimidasi intimidasi atas orang-orang tangguh yang sebenarnya yang telah dibawa untuk bekerja untuknya. Tidak ada yang mengejutkan untuk dilihat di film ini kecuali satu tembakan saat anak laki-laki itu menabrak jalan dan salah satu dari mereka membawa koper kecil (seperti yang terkecil dari rangkaian American Tourister yang lengkap) dengan warna biru terang, tanpa penjelasan atau permintaan maaf. Jika tidak, itu standar secara visual - satu pengecualian lainnya adalah potret jembatan yang indah di CT.",negative
"Mereka memfilmkan film ini di Long Island, tempat saya dibesarkan. Saudaraku dan pacarnya lebih memilih film ini. Rupanya ada adegan pesta dimana mereka semua minum bir, (yang mereka katakan kepada saya adalah air berwarna, terasa menjijikkan, dan sangat sulit untuk terus menelan berkali-kali, terutama di adegan corong). Namun tak satu pun dari kami pernah mendengar film yang dirilis di manapun dalam bentuk apapun. Tidak pernah keluar di bioskop (jelas) dan, sejauh yang saya tahu, tidak pernah dirilis di video, dan saya yakin tidak dirilis di DVD. Namun sepertinya itu terlihat oleh beberapa orang, meski mungkin sangat sedikit. Jadi pasti ada sesuatu. Saya benar-benar ingin membeli ini untuk saudara laki-laki saya, namun tidak mungkin saya dapat menemukannya di mana pun. Apakah ada yang tahu tentang kapan / di mana / bagaimana film ini bisa dibeli? Dan format mana yang akan jadi?",positive
"Begitulah Burt Reynolds menggambarkan film ini, yang kebetulan merupakan pengalaman terbaiknya. Dia berperan sebagai Tom Sharky, wakil detektif yang berada di jalur seorang mafia internasional (Vittorio Gassman) dan pria yang dia bayarkan untuk menjadi gubernur berikutnya Georgia (Earl Holliman). Dalam novel karya William Diehl, ceritanya lebih kompleks karena pria tersebut mencalonkan diri menjadi presiden. Ini adalah film yang sangat panjang yang terasa lebih seperti tiga jam, bukan dua. Pembuatan film di pusat kota Atlanta dan hotel Peachtree Plaza menentukan suasana hati tepat untuk ceritanya. Reynolds tidak banyak tertawa terbahak-bahak dibanding film komedi lainnya. Dia sangat serius di sini, terutama di awal film karena dia diturunkan karena patung obat bius yang tidak beres. Kadang-kadang, film ini lebih mirip drama voyeuristik daripada film kriminal dengan Burt yang berusaha mendekati wanita mafia tersebut. Hanya menjelang akhir film, kekerasan bisa diatasi yang mengarah pada klimaks bang bang. Sama seperti skor jazz besar di DIRTY HARRY oleh Lalo Schifrin, Sharky's Machine menampilkan soundtrack jazz urban yang sangat baik dengan banyak bintang tamu termasuk Chet Baker, Julie London, Flora Purim & Buddy De Franco, The Manhattan Transfer, Doc Severinson, Sarah Vaughan dan Joe Williams. Al Capps menangani skor dengan sihir. Film ini telah menjadi salah satu drama kriminal terbaik yang pernah ada. Check it out. <br /> <br /> Skor, 8 dari 10 Bintang",positive
"Lalu Lintas Manusia adalah pandangan ke akhir pekan rata-rata untuk sekelompok teman, ini adalah pandangan fly-on-the-wall ke dalam kehidupan mereka (dan pikiran) yang akan menunjukkan kepada Anda bagaimana kelompok teman ini berhubungan satu sama lain. Ada banyak saat dimana setiap orang bisa berhubungan dengan, Seperti berada di luar tengkorak Anda di pesta dan berbicara dengan sampah lengkap kepada orang asing. Karakter adalah semua orang yang dapat Anda kaitkan dan mereka dapat dipercaya dalam peran yang mereka mainkan di film. Situasi yang mereka hadapi adalah semua situasi yang telah kita hadapi, dan disitulah film ini berhasil. Topik seks dan narkoba ditangani dengan luar biasa karena tidak ada hubungan karakter satu sama lain. Cerita ke film tidak semua itu, tapi itu bukan kritik. Ini adalah film tentang orang. Ini adalah film yang ditulis dengan baik, dengan sound track untuk die for. D.J Pete Tong telah mengumpulkan banyak pilihan lagu untuk arsip ini yang semuanya menghasilkan film terbaik yang pernah saya lihat di tahun 1999. Setelah menonton film ini, saya merasa seperti telah berpesta sepanjang akhir pekan. Film yang fantastis Jo Brand sebagai suara kenyataan - Perlu saya katakan lebih! <br /> <br />",positive
"Biografi singkat ini sangat menyenangkan untuk ditonton. Yang kedua pada disk satu dari D.W. DVD ""Years of Discovery"" milik Griffith (sangat disarankan) menampilkan tiga pertunjukan yang sangat baik oleh para pemeran utama, dan menarik untuk dilihat Henry B. Walthall (Kolonel Kecil, Kelahiran Bangsa) sebagai musisi yang memberi Countess mata ( dan hal lainnya). Suami Countess ikut mengamuk karena pengkhianatan istrinya dan menyuruhnya berdinding ke sebuah ruangan kecil dengan kekasihnya. Sungguh luar biasa bahwa mereka tidak akan mendengar tembok itu naik, tapi hei, mungkin anggur itu ada kaitannya dengan itu. Di sini Mr. Johnson (ayah dari pemain bisu Raymond Hackett) menggerakkan diri dengan liar dan ini menambah melodrama, namun dengan cara yang tidak terduga. Saat terbaik datang di akhir. Saat wanita itu keluar dari keterkejutan dan ketakutan, begitu dia menyadari bahwa dia sudah ditakdirkan, Henry mengambil alat musiknya dan ""menyayangi"" itu di atasnya. Cara dia melakukannya sangat tak terduga dan dengan cara yang aneh agak seksi, dan saya baru saja kehilangannya, dan menertawakan kepalaku. Ekspresi di wajahnya! Sejak saat itu saya terpesona oleh Henry B. Walthall.",positive
"Baba - Rajinikanth tidak akan pernah melupakan nama ini dalam hidupnya. Inilah film yang menyebabkan kejatuhannya. Ini dilepaskan dengan banyak sensasi tapi jatuh dengan buruk dan memberikan kerugian finansial yang parah bagi produsen dan distributornya. Rajinikanth harus secara pribadi melunasinya atas kerugian yang terjadi. Segera setelah dibebaskan, dia mencoba menjelajah ke dunia politik namun gagal total. Filmnya sangat buruk dengan akting yang mengerikan, tata rias yang tidak berkualitas dan skenario yang menyedihkan. Sepanjang film, Rajinikanth terlihat seperti orang yang menderita beberapa penyakit. Saya adalah salah satu jiwa malang yang melihat Baba, pertunjukan pertama hari pertama di teater. Para penonton begitu bosan sehingga kebanyakan dari mereka meninggalkan teater sebelum istirahat. Maaf, saya tidak akan merekomendasikan yang satu ini kepada siapapun.",negative
"Ditulis oleh Oliver Stone dan disutradarai oleh Brian De Palma, SCARFACE melukis gambar tidak mudah dilupakan. Al Pacino berubah dalam performa yang menakjubkan seperti Tony Montana, pengungsi Kuba daripada menjadi pemain hebat di dunia obat-obatan saat ia dengan kejam menjalankan kerajaan kejahatan buatannya di Florida. Film gangster ini keras, keras, keras, kotor, tidak menyenangkan dan harus memegang catatan untuk mengucapkan kata ""f - k"" paling banyak. Hampir tiga jam lamanya, dan ya itu bisa menjijikkan. Sebuah konstitusi hati yang kokoh membuat Anda tetap berada di tempat duduk Anda bersorak untuk kematian penguasa kejahatan yang kejam. Juga bermain karakter yang menarik adalah Michelle Pfeiffer, Steven Bauer, Robert Loggia, Mary Elizabeth Mastrantonio, F. Murray Abraham dan Angel Salazar. Pacino terbukti menjadi salah satu yang terbesar dari generasinya. Dia berhasil membawa realitas ke karakternya yang meninggalkan kesan kuat. Ini tidak akan menjadi film untuk semua orang karena Anda meninggalkan pemikiran bahwa Anda telah meninggalkan bencana. Apakah itu cukup kuat untukmu? Kejahatan tidak membayar untuk waktu lama!",positive
"Pertama, CGI dalam film ini sangat mengerikan. Saya menontonnya selama maraton film buruk di saluran SciFi. Pada akhirnya ketika pemilik taman terbunuh, ini mungkin salah satu contoh terburuk CGI yang pernah saya lihat. Bahkan Night of the Living Dead memiliki animasi yang lebih baik. <br /> <br /> Yang mengatakan, film ini hampir tidak memiliki plot. Mengapa mereka di pulau itu pada khususnya? Nah, itu tidak tercantum dalam filmnya. Dan, mengapa orang terus masuk ke daerah kucing? Tidak masuk akal. Satu hal yang menonjol dalam film ini adalah akting yang cukup bagus. Dalam apa yang bisa disebut film ""B dibuat untuk film TV"", aktingnya sangat bagus. Parry Shen menonjol secara khusus. <br /> <br /> Jika Anda sama sekali tidak melakukan apapun pada hari Sabtu, tontonlah film ini. Mungkin bagus untuk beberapa kutipan yang mudah diingat.",negative
"Saya menikmatinya. Itu dia, aku mengatakannya lagi. Aku bahkan membeli film ini di DVD dan menikmatinya beberapa kali lagi. Panggil aku kuno tapi aku lebih memilih film seperti ini untuk sampah seperti Die Hard 4 yang menahan box office dan mendapat pujian kritis hanya karena Anda memiliki beberapa orang tua yang menyelamatkan Amerika. Van Damme bergerak dengan baik untuk pria seusianya (47 saya pikir), memberikan tendangan yang mengingatkan salah satu Kickboxer. Jika Anda menyukai tindakan dan ledakan sekolah lama, inilah film yang akan ditonton. Ini adalah salah satu karya Van Damme yang terbaik. Film Van Damme dan Steven Seagal dirilis secara teatrikal di mana saya tinggal sehingga saya tidak pernah melewatkan kesempatan untuk menyaksikan bintang aksi sekolah lama kami di layar lebar.",positive
"Talenta yang disia-siakan. Skrip yang sangat miskin, semi-koheren, melumpuhkan film ini. Agak imajinatif arah juga. Beberapa gema SANGAT samar _Fargo_ di sini, tapi itu tidak lepas.",negative
